Length of Stay,Bed Occupancy,ICU Beds,Admissions
1.597371322408986,0.7347439109258855,0.3301201598453192,0.26053914623685637
1.0893885590630523,1.041027033259365,0.21084763729884365,0.26029691827262846
1.718150830480554,1.2140863950266676,0.6979226275488407,0.27134597951304695
2.4184238851264204,0.5592677168684983,0.11081361119248395,1.2306991934243365
1.0126773002213312,0.9344554890862501,0.8041263778572358,0.5527741808926214
1.0126904344406555,0.807555440469077,-0.2512918021189202,0.5720166588764279
2.4633702524059133,0.8586056591292991,1.1145778186628217,0.8121133816127369
1.813947783322327,0.3361941296867202,0.8362987412065215,0.49551566361060545
0.8244204912520383,0.8147061045553656,0.7280148671569378,0.29638314167171875
1.6340480348687718,1.09879897474727,1.091345491972757,0.3214600603660087
0.8292658457500302,1.670686164677025,1.4327372222312884,0.3713594962343744
0.8274161971437944,1.375562495651124,1.107185032509065,0.3851111053960634
1.3935698172528272,2.0919094745069335,-0.32043711566582267,0.6910518174547919
-0.33062419572623836,0.33959146226717035,-0.03978848336785079,0.42077835432291977
-0.1799342660104264,1.323392382032407,0.28759071115216056,0.6930560308862317
0.7501699766072218,0.9100052034430111,0.6130455251054169,0.3677133679565671
0.3897351037324609,2.1138817599306035,0.8588295102345616,0.43145407612643627
1.451397866076219,0.3150210287869092,0.23712809342326718,-0.39928027381284303
0.47358073958303115,0.29616689469153445,0.6933833822385391,0.7665310698809926
0.07015703893176672,0.4403644127335868,0.2223085338233387,0.5385953903591971
2.372519015137243,-0.47433743458588395,0.29424109850402586,0.7992040439438609
1.0193789596107714,0.4845469869915434,-0.10333054842411116,-0.6
1.254022563750339,0.3445204030677813,0.13838337694454783,1.235349881912291
0.060201451029234576,0.8902362718857246,-0.07584230280816684,0.3441641487379305
0.7644938203798538,1.0050535854662956,0.11206337351133361,0.8432731266950066
1.288738071767893,1.9257025035295317,1.1268208983039196,-0.01596237085021235
0.27920513806215763,1.37025430291163,0.12530055558402847,0.6451095620250279
1.5005584146765376,0.4538578066025582,1.9161910324186953,-0.02136622526946247
0.719489048064956,0.26095119719098525,0.8466589504404446,0.15049241572167796
0.9666450001653786,1.0951515029039034,0.6924180618474369,1.1656125415467145
0.7186347102164824,0.007860075787614718,0.1708211099093932,0.3237270396946614
2.68182254760715,1.8988752595126122,0.9501549397044957,0.48697314927188917
1.1892022202096528,1.5076640724327723,0.312181086881113,0.7480270922755017
0.3538312568352796,0.5184946087371771,0.6610049073226807,0.5982727551890419
1.8580359296825513,-0.22788071745452632,1.8800422691343974,0.4601675620574306
0.22332508002318208,1.6123234244992477,0.5519700501376751,0.5459844009864903
1.3670908760038043,0.7312760928484293,1.174636663142838,1.36136623409531
-0.36773609910382055,1.5426897871840772,0.24841178743705628,0.3769524811865659
0.13745116088125542,-0.15665659527662013,0.5825057547515191,0.48043961868598706
1.3574889886952988,0.44037498622773635,1.485400317817755,0.8202617584030448
1.7907732639963283,0.80314621983091,0.2865164711061163,0.8422103731831936
1.3370946249519764,0.8281883562588452,1.5062242789984643,0.8748121222241521
1.1074813740894076,0.5299607171124538,0.9538759677277378,0.6554920888116739
0.959117043528569,1.1737099594084992,0.31876661205286616,-0.05720196509219344
0.017182407706058056,0.15942774237044344,0.9162038695277605,1.0533726129204384
0.6241246332842331,0.7145723089872239,1.086277224813365,-0.05853815720747518
0.8314889832321699,0.8721773790271393,0.9109049811085982,0.5210541860956133
2.0456977809751327,1.1086633004352495,-0.18511235994522823,0.0982896599922568
1.474894631654769,1.226968926853334,0.23643141208756568,0.374344661362803
-0.2104321242901872,0.12521474489727857,0.4762406822242476,0.5315049641213923
1.459267175515836,-0.1204685024413733,0.5627832854499768,0.5285428861801093
0.8919341756669468,1.5666060931391055,0.9103360487753389,0.568768301694114
0.6584623997552329,0.999388407187755,0.6888505004666269,1.045484507623459
1.6893410310726944,0.3509080780660679,-0.06767217935505065,0.5814137206055919
2.0247996179967607,1.7306911853135136,0.7900989255029816,0.30233734588374056
1.945024095292959,0.8694047805757152,0.9052928726419116,0.7856348673153429
0.5286259814218891,1.507578310438296,0.8798952239655199,0.8757881955698563
0.9526300993190283,0.8405110888460654,1.1403903627773109,-0.09104312605479697
1.4650107451228511,2.036448754929192,1.016961077274452,0.6389600279399432
1.9804361016978873,1.8532045054659227,0.8295900396142183,0.6804690969243594
0.816660609723768,0.6506215109125559,0.5649171442706764,0.28097459865600327
1.0514728186689464,1.3829425705726133,-0.23048046675799572,0.9502827253246479
0.31493202079517735,1.1872255697510885,0.8148091095662929,0.3399777651869893
0.2430347007354633,1.6211789345194092,0.7038438435815555,0.45023058138861694
1.8500206579153584,0.22104592365193743,0.7357894185976868,0.33077127028645215
2.2849920228566583,1.2116308759990635,-0.038374287910154736,0.40623161903258703
1.1423919027357328,1.4350546921097527,0.05947172979586879,-0.038510034758080736
2.0028263183136192,-0.2552436918538685,1.1265764266664517,-0.1760203530377178
1.4893088200381073,0.09004489240053504,0.5802224230716725,1.0378020252899889
0.6839041963159005,-0.4235393066560602,0.9407503486863122,0.061215460672668864
1.489116484406731,0.6383558993332654,0.6141591880652305,0.003443060217477145
2.4304292531727754,1.2305253534775775,0.6148780697478726,-0.4613560454414859
1.1713391687120387,1.7014142312576168,1.0691419029879987,0.14441530092419913
2.4517149246512053,0.8444568682518652,0.341977635891313,-0.12923591736299933
-0.8957960832717957,1.777169327342775,0.6480603884704916,1.0568060640545478
1.8575220035001792,-0.02806087492893472,0.3688623556474787,0.8039268357370537
1.269637654590537,-0.22202946361309261,0.38275188628384216,0.12473986192891051
0.960794119627306,0.7666713806620288,0.4454139382656803,1.3009743221377237
1.2734086212284017,1.0304392693635844,0.7110668858168564,0.7927061947966377
-0.3900551316807144,0.7803831511435442,0.3606256891682613,0.270067446596551
